,date,R,month,AvgHumidity,beta,AR,AC,AI,AF,ABK,AV,const,cityID,city,cityID2,TierID,tmax,city_coord,tmin,rhum,uwnd,vwnd,hpbl,wnd,beta1,beta2,beta3,beta4,beta5,beta6,beta7,beta8,beta9,beta10,beta1sd,beta2sd,beta3sd,beta4sd,beta5sd,beta6sd,beta7sd,beta8sd,beta9sd,beta10sd,R_est,R_est_2sdevL,R_est_2sdevU,CI,PI,year,other_contri,AR_contri,AC_contri,AI_contri,AF_contri,ABK_contri,AV_contri,rhum_contri,pbl_contri,primary_contri,SA_contri,R_est2,R_estratio,other_contrisd,AR_contrisd,AC_contrisd,AI_contrisd,AF_contrisd,ABK_contrisd,AV_contrisd,rhum_contrisd,pbl_contrisd,SA_contrisd
10,2001-11-01,50.90837439,11,0.56,1.181818182,20792.4592,391.5374069,502.9653451,3.233333333,2,2461908.22,1,1,Agra,7,2,27.78998,Agra,12.3,29.149994,-1.0099945,-1.6000061,886.3833599999998,1.892117441,14.800013989184759,0.0011726449570667403,0.0004696731638877363,0.0013293860803906276,0.05045893017858637,0.9107048016934818,6.589072909427156e-09,-1.8556377439174845,0.34018322170251514,-0.0007907313696200237,6.33871126848373,0.00025953540521688763,0.00037526793730252806,0.0007190187852170544,0.03447819876931996,0.5321768624873132,5.9737832439735275e-09,1.2770190450939256,0.0774242470680947,0.0006200221698882802,47.73986119731707,12.554633865918019,82.92508852871613,8.548494275371098,21.820491717871548,2001,0.31001376246180845,0.5107298558142059,0.003852013978822747,0.014005803785880821,0.0034174908933985726,0.03815280475698838,0.00033979346296904767,-1.1330537572741857,6.316163045007891,0.5704977626922655,0.42950223730773446,289.47641596042547,6.0636208128877795,0.13277607243734424,0.11303718085026343,0.0030777516184400007,0.007575253098146889,0.00233514523391423,0.02229486425558443,0.00030806344434162715,0.7797487585587214,1.437531709152617,0.1501954256439826
11,2001-12-01,57.12948251,12,0.64,1.272727273,20792.4592,391.5374069,502.9653451,1.290322581,2,3077385.275,1,1,Agra,7,2,24.24,Agra,10.03998,33.920013,-0.8600005999999999,-2.1100006,723.3306,2.27853101,14.800013989184759,0.0011726449570667403,0.0004696731638877363,0.0013293860803906276,0.05045893017858637,0.9107048016934818,6.589072909427156e-09,-1.8556377439174845,0.34018322170251514,-0.0007907313696200237,6.33871126848373,0.00025953540521688763,0.00037526793730252806,0.0007190187852170544,0.03447819876931996,0.5321768624873132,5.9737832439735275e-09,1.2770190450939256,0.0774242470680947,0.0006200221698882802,48.6804421364742,12.098491793055999,85.26239247989241,9.820653896680245,22.349549154111124,2001,0.3040238202375679,0.5008617702678468,0.0037775871501655595,0.013735190136940608,0.0013374631405360525,0.03741563394762716,0.0004165351639684421,-1.2929885932529568,5.0546980073471275,0.5575441798070846,0.4424558201929155,225.06318863985305,4.6232774141388235,0.13021063470856198,0.11085312883558066,0.0030182847282328625,0.00742888756897949,0.0009138782737334052,0.021864093222299458,0.0003776389815751444,0.8898132537374452,1.150427659003373,0.1533714616910233
12,2002-01-01,60.21055596,1,0.64,1.272727273,23370.90362,422.5379209,551.8618150000002,0.548387097,2,3325284.12,1,1,Agra,7,2,22.32,Agra,9.89,37.160004,-1.2100067,-1.550003,814.95966,1.966373696,14.800013989184759,0.0011726449570667403,0.0004696731638877363,0.0013293860803906276,0.05045893017858637,0.9107048016934818,6.589072909427156e-09,-1.8556377439174845,0.34018322170251514,-0.0007907313696200237,6.33871126848373,0.00025953540521688763,0.00037526793730252806,0.0007190187852170544,0.03447819876931996,0.5321768624873132,5.9737832439735275e-09,1.2770190450939256,0.0774242470680947,0.0006200221698882802,53.35678802985626,15.572989748783893,91.1405863109286,46.517176594521544,50.664630885456475,2002,0.2773782781096808,0.5136323471486081,0.0037193903437478656,0.013749654772127487,0.0005186036727487626,0.03413641770130124,0.00041064202550910835,-1.292347394448482,5.195882528409633,0.5661670556640427,0.4338329443359575,253.28896627760057,4.7470804677348735,0.11879859156695954,0.11367957415104296,0.0029717855939813197,0.007436710988055477,0.00035435789954816146,0.019947859762080467,0.0003722961462071496,0.8893719913802369,1.182560652471502,0.1390150959692333
13,2002-02-01,37.14285715,2,0.55,1.181818182,20254.78314,366.1995314,551.8618150000002,1.178571429,2,2992755.708,1,1,Agra,7,2,24.84,Agra,11.97998,34.559998,-1.25,-1.0899963,959.97766,1.65849086,14.800013989184759,0.0011726449570667403,0.0004696731638877363,0.0013293860803906276,0.05045893017858637,0.9107048016934818,6.589072909427156e-09,-1.8556377439174845,0.34018322170251514,-0.0007907313696200237,6.33871126848373,0.00025953540521688763,0.00037526793730252806,0.0007190187852170544,0.03447819876931996,0.5321768624873132,5.9737832439735275e-09,1.2770190450939256,0.0774242470680947,0.0006200221698882802,49.278002118884494,14.123615421442132,84.43238881632688,44.28705766998173,48.62510238033372,2002,0.30033713528968425,0.48199334965528634,0.0034902813655453015,0.014887726442118901,0.0012068154326329245,0.03696192063535296,0.0004001681219247181,-1.3014090255484674,6.627060333196687,0.5389402616528611,0.46105973834713904,303.79536976759556,6.164928704590765,0.12863166110491697,0.106677079503707,0.0027887279694922256,0.008052254449595802,0.0008246077001025813,0.02159896260418279,0.0003628002989777305,0.8956080552522009,1.5082906029424457,0.14658669511041367
14,2002-03-01,29.64785363,3,0.45,1.181818182,18696.72289,338.0303367,551.8618150000002,7.826086957,2,2660227.296,1,1,Agra,7,2,31.77002,Agra,16.22,24.619995,-1.2100067,-2.0099945,1381.2017,2.346101896,14.800013989184759,0.0011726449570667403,0.0004696731638877363,0.0013293860803906276,0.05045893017858637,0.9107048016934818,6.589072909427156e-09,-1.8556377439174845,0.34018322170251514,-0.0007907313696200237,6.33871126848373,0.00025953540521688763,0.00037526793730252806,0.0007190187852170544,0.03447819876931996,0.5321768624873132,5.9737832439735275e-09,1.2770190450939256,0.0774242470680947,0.0006200221698882802,42.78050147917968,7.262257784010862,78.29874517434854,42.8160705227324,47.289248243562135,2002,0.3459523258835009,0.5124909024571164,0.0037111247469876576,0.017148873664259243,0.009230746758005995,0.04257569547831045,0.00040972945624592446,-1.067911557775778,10.98307939086834,0.5855670725609256,0.41443292743907456,464.0267191529674,10.846687231536988,0.14816823200561688,0.11342694413822134,0.002965181398371968,0.009275230493080879,0.006307298240081371,0.024879412072638368,0.0003714687929439047,0.7349189798632556,2.4997019196634946,0.17100999618307955
15,2002-04-01,33.46656767,4,0.35,1.090909091,14022.54217,253.5227525,551.8618150000002,23.34482759,2,2660227.296,1,1,Agra,7,2,38.22,Agra,19.45,16.799988,-1.199997,-1.6000061,1975.1459,2.00000308,14.800013989184759,0.0011726449570667403,0.0004696731638877363,0.0013293860803906276,0.05045893017858637,0.9107048016934818,6.589072909427156e-09,-1.8556377439174845,0.34018322170251514,-0.0007907313696200237,6.33871126848373,0.00025953540521688763,0.00037526793730252806,0.0007190187852170544,0.03447819876931996,0.5321768624873132,5.9737832439735275e-09,1.2770190450939256,0.0774242470680947,0.0006200221698882802,35.55506367542417,2.8147090036940514,68.2954183471543,33.750831898910995,39.270545683784384,2002,0.41625615198699806,0.46247880501679445,0.0033489697661969373,0.02063383775254498,0.03313044342005088,0.05122785378798043,0.0004929939591447839,-0.8768003374919816,18.897772247809026,0.5713129037027125,0.4286870962972877,675.8498844232791,19.008540966006755,0.17827872075687148,0.10235802690398157,0.002675820278609003,0.011160126598317648,0.022637777089395763,0.02993536264457073,0.0004469580308188329,0.6033994153181181,4.301052180728793,0.19866563136272117
16,2002-05-01,28.31072693,5,0.34,1.090909091,14022.54217,253.5227525,551.8618150000002,33.77419355,2,2660227.296,1,1,Agra,7,2,40.95,Agra,24.4,23.600006,-0.8800049000000001,-1.4700011999999998,2032.2903,1.71327527,14.800013989184759,0.0011726449570667403,0.0004696731638877363,0.0013293860803906276,0.05045893017858637,0.9107048016934818,6.589072909427156e-09,-1.8556377439174845,0.34018322170251514,-0.0007907313696200237,6.33871126848373,0.00025953540521688763,0.00037526793730252806,0.0007190187852170544,0.03447819876931996,0.5321768624873132,5.9737832439735275e-09,1.2770190450939256,0.0774242470680947,0.0006200221698882802,38.881447431870534,5.030400866013915,72.73249399772713,33.274861870055105,38.86223792970362,2002,0.3806446253092268,0.4229128401075869,0.0030624588627480034,0.01886857263854731,0.04383092160248636,0.04684521085740192,0.000450817363209181,-1.126322829596683,17.781001154861354,0.5359708214319797,0.4640291785680202,683.1973351062006,17.571293772005877,0.1630266280490367,0.0936010978150656,0.002446898628366144,0.010205355974061008,0.029949331503947123,0.02737433391181296,0.0004087198984516117,0.7751166460337979,4.046879853868713,0.18166678184951449
17,2002-06-01,47.1617171,6,0.46,1.181818182,12464.48193,225.35355780000003,551.8618150000002,1.166666667,0,2660227.296,1,1,Agra,7,2,41.69,Agra,27.3,32.040009999999995,0.039993286,-0.27999878,2028.6375,0.282840555,14.800013989184759,0.0011726449570667403,0.0004696731638877363,0.0013293860803906276,0.05045893017858637,0.9107048016934818,6.589072909427156e-09,-1.8556377439174845,0.34018322170251514,-0.0007907313696200237,6.33871126848373,0.00025953540521688763,0.00037526793730252806,0.0007190187852170544,0.03447819876931996,0.5321768624873132,5.9737832439735275e-09,1.2770190450939256,0.0774242470680947,0.0006200221698882802,39.102819890969684,10.681148989864694,67.52449079207467,28.809009188390736,35.11432919550693,2002,0.37848968515446224,0.37379431760724474,0.0027067745697216816,0.018761752149990915,0.0015054861019225903,0.0,0.00044826515473479273,-1.5204696755188225,17.648559422076566,0.3972165955836147,0.6027834044163851,660.9860915290374,16.903796027295822,0.1621036867969611,0.08272995087160456,0.0021627075754432224,0.010147580479754987,0.001028687070511132,0.0,0.0004064060159936388,1.0463619526439525,4.016736681639535,0.1772631200945911
18,2002-07-01,39.12888178,7,0.72,1.272727273,11685.45181,211.2689605,275.93090750000005,0.322580645,0,2660227.296,1,1,Agra,7,2,37.69,Agra,27.28,47.369995,3.1900024,0.80000305,1815.3064,3.28878704,14.800013989184759,0.0011726449570667403,0.0004696731638877363,0.0013293860803906276,0.05045893017858637,0.9107048016934818,6.589072909427156e-09,-1.8556377439174845,0.34018322170251514,-0.0007907313696200237,6.33871126848373,0.00025953540521688763,0.00037526793730252806,0.0007190187852170544,0.03447819876931996,0.5321768624873132,5.9737832439735275e-09,1.2770190450939256,0.0774242470680947,0.0006200221698882802,37.579012131818416,0.24070127604264305,74.91732298759419,30.42081015281495,36.44835791619778,2002,0.39383722853782743,0.36464199984758466,0.0026404994564849585,0.009761265311960287,0.00043314268576092875,0.0,0.0004664420540781275,-2.3391128628619713,16.43302323549697,0.37794334935586904,0.6220566506441312,558.6379805777811,14.865690950528696,0.16867689992086563,0.08070431601587738,0.002109753889878208,0.005279529574075823,0.0002959630646604562,0.0,0.0004228855508564648,1.609738584101435,3.7400858416629297,0.22663725699719048
19,2002-08-01,39.00554188,8,0.77,1.272727273,9348.361447,169.01516840000005,275.93090750000005,1.129032258,0,2660227.296,1,1,Agra,7,2,33.62,Agra,24.68,65.5,-0.30000305,1.199997,1026.7137,1.236929517,14.800013989184759,0.0011726449570667403,0.0004696731638877363,0.0013293860803906276,0.05045893017858637,0.9107048016934818,6.589072909427156e-09,-1.8556377439174845,0.34018322170251514,-0.0007907313696200237,6.33871126848373,0.00025953540521688763,0.00037526793730252806,0.0007190187852170544,0.03447819876931996,0.5321768624873132,5.9737832439735275e-09,1.2770190450939256,0.0774242470680947,0.0006200221698882802,45.457874877794005,12.719790610058075,78.19595914552994,26.853299047348262,33.52844723753194,2002,0.32557646016168057,0.24115313214997497,0.0017462736456741914,0.008069420503404206,0.0012532429205929117,0.0,0.0003855972514358525,-2.6737781419247373,7.6833942451350055,0.2526076664710821,0.7473923335289179,254.00952369031307,5.5878002298430305,0.13944143419647992,0.05337316763670972,0.001395269219883633,0.004364469444465976,0.0008563312454211059,0.0,0.00034959006088005224,1.8400496652893965,1.7487076857574233,0.1824640647309043
20,2002-09-01,34.20761616,9,0.67,1.272727273,9348.361447,169.01516840000005,275.93090750000005,0.133333333,0,2660227.296,1,1,Agra,7,2,32.580020000000005,Agra,21.59,51.979996,-1.5700073,-1.3200073,989.2792,2.051180683,14.800013989184759,0.0011726449570667403,0.0004696731638877363,0.0013293860803906276,0.05045893017858637,0.9107048016934818,6.589072909427156e-09,-1.8556377439174845,0.34018322170251514,-0.0007907313696200237,6.33871126848373,0.00025953540521688763,0.00037526793730252806,0.0007190187852170544,0.03447819876931996,0.5321768624873132,5.9737832439735275e-09,1.2770190450939256,0.0774242470680947,0.0006200221698882802,39.32699989390526,6.717919644079182,71.93608014373136,27.066495149266586,33.69944011551111,2002,0.3763321389658916,0.27874765268734825,0.00201850863532941,0.009327401240105834,0.00017107476691523226,0.0,0.0004457098597980962,-2.4526671947134275,8.557382620774025,0.29071034718949684,0.7092896528105032,266.3129226952702,6.771757912215985,0.16117962940432887,0.06169376720335797,0.001612784442988669,0.005044867557904833,0.00011689407201545439,0.0,0.00040408933528816225,1.6878847874229352,1.9476237039886006,0.20280729707432926
21,2002-10-01,53.51386348,10,0.54,1.181818182,16359.63253,295.7765446,551.8618150000002,10.58064516,2,2660227.296,1,1,Agra,7,2,32.09,Agra,17.3,29.269989,-2.75,-2.119995,1207.3428,3.472301657,14.800013989184759,0.0011726449570667403,0.0004696731638877363,0.0013293860803906276,0.05045893017858637,0.9107048016934818,6.589072909427156e-09,-1.8556377439174845,0.34018322170251514,-0.0007907313696200237,6.33871126848373,0.00025953540521688763,0.00037526793730252806,0.0007190187852170544,0.03447819876931996,0.5321768624873132,5.9737832439735275e-09,1.2770190450939256,0.0774242470680947,0.0006200221698882802,39.788577684365116,1.9444090422062168,77.632746326524,39.24189505502119,44.079285746742144,2002,0.37196639966852624,0.48214944343958915,0.00349141169629323,0.0184383925703479,0.013418123151022527,0.04577719811539493,0.0004405392861248226,-1.3650776055207527,10.322504279028967,0.5637151082587726,0.43628489174122714,393.632703416875,9.893108181435514,0.15930982300416638,0.10671162692858334,0.0027896311015441692,0.00997268650758785,0.009168500312527424,0.026750233029638134,0.00039940159138310695,0.9394237134889465,2.349357847989052,0.20346337009373452
22,2002-11-01,44.82139339,11,0.56,1.181818182,23370.90362,422.5379209,551.8618150000002,0.833333333,2,2660227.296,1,1,Agra,7,2,27.28,Agra,13.95,31.779999,-1.7200011999999998,-2.7100067,859.7917,3.209757069,14.800013989184759,0.0011726449570667403,0.0004696731638877363,0.0013293860803906276,0.05045893017858637,0.9107048016934818,6.589072909427156e-09,-1.8556377439174845,0.34018322170251514,-0.0007907313696200237,6.33871126848373,0.00025953540521688763,0.00037526793730252806,0.0007190187852170544,0.03447819876931996,0.5321768624873132,5.9737832439735275e-09,1.2770190450939256,0.0774242470680947,0.0006200221698882802,49.19387735301506,9.000219476543226,89.38753522948687,51.03356411102278,54.840512126597794,2002,0.30085073154490183,0.5570972191401405,0.004034134588488295,0.014913185433535333,0.0008547630462952012,0.03702512795071093,0.000356313276207287,-1.1987704328096747,5.945591732893892,0.6142807434353776,0.3857192565646224,278.5334103950861,5.6619527750644965,0.12885162970581002,0.12329942805229543,0.0032232656285736626,0.00806602433432012,0.0005840530131441845,0.02163589825084997,0.00032304063231217975,0.8249738821121521,1.353191262607748,0.16175418091114657
